 Flow Duration,Total Length of Fwd Packets, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Average Packet Size,Active Mean, Active Std,Idle Mean, Idle Std, Label
46470,44,43.03851947,46470,0,118.5,0,0,0,0,BENIGN
2307,6,866.9267447,2307,0,9,0,0,0,0,BENIGN
335,12,5970.149254,335,0,9,0,0,0,0,BENIGN
150,102,26666.66667,50,84.00595217,94.25,0,0,0,0,BENIGN
150552,11595,59.78000956,18819,48068.37863,1329.111111,0,0,0,0,BENIGN
65521973,1135,0.518909893,1985514.333,3912894.611,266.7647059,171012.3333,172375.8559,10000000,5633.975213,BENIGN
91984,12,21.74291181,91984,0,9,0,0,0,0,BENIGN
16346,12,122.3540927,16346,0,9,0,0,0,0,BENIGN
35899,136,222.8474331,5128.428571,11440.38595,66.75,0,0,0,0,BENIGN
84406395,11595,0.16586421,6492799.615,23400000,853.3571429,9983,0,84300000,0,BENIGN
4,31,500000,4,0,31,0,0,0,0,BENIGN
1355287,1080,15.49487304,67764.35,223630.1261,319.7619048,0,0,0,0,BENIGN
4,31,500000,4,0,31,0,0,0,0,BENIGN
50689,46,39.45629229,50689,0,101,0,0,0,0,BENIGN
115586360,720,0.683471648,1481876.41,3572145.559,598.0506329,25143.72727,33439.14188,10200000,79481.08934,BENIGN
1083,96,3693.444137,361,621.807044,73,0,0,0,0,BENIGN
31196,68,128.2215669,10398.66667,17966.86579,71,0,0,0,0,BENIGN
23890,134,167.4340728,7963.333333,13787.70178,124.25,0,0,0,0,BENIGN
115277393,7125,0.390362749,2619940.75,4371821.296,302.6222222,47079.27273,41115.0265,10000000,6284.764122,BENIGN
177202,70,22.57310866,59067.33333,102301.5602,43.75,0,0,0,0,BENIGN
178,70,22471.91011,59.33333333,96.70746266,83.75,0,0,0,0,BENIGN
58968,280,50.87505088,29484,41607.57722,186.6666667,0,0,0,0,BENIGN
694151,1152,20.16852241,53396.23077,83416.54606,347.6428571,0,0,0,0,BENIGN
31091,57,64.32729729,31091,0,127,0,0,0,0,BENIGN
4101257,123,1.46296611,820251.4,1791136.047,35.83333333,0,0,0,0,BENIGN
16400470,1621,1.280451109,820023.5,2493362.392,240.5714286,321743.5,405930.9112,7878491,2712177.356,BENIGN
78,6,38461.53846,39,12.72792206,8,0,0,0,0,BENIGN
15195,6,131.6222442,15195,0,9,0,0,0,0,BENIGN
728452,1970,87.857539,11562.73016,36159.2663,1114.234375,0,0,0,0,BENIGN
212,58,18867.92453,70.66666667,81.13158037,79.75,0,0,0,0,BENIGN
30727,132,130.1786702,10242.33333,17735.04557,123.5,0,0,0,0,BENIGN
190,76,21052.63158,63.33333333,69.28443789,67,0,0,0,0,BENIGN
65217686,1821,0.551997506,1863362.457,3879037.985,263.0277778,70800.5,118591.4637,10200000,104933.0406,BENIGN
94056946,85,0.042527428,31400000,54000000,99.75,24249,0,93700000,0,BENIGN
30503,84,131.1346425,10167.66667,17604.85309,82.5,0,0,0,0,BENIGN
49707,52,40.23578168,49707,0,92,0,0,0,0,BENIGN
96508,0,20.72367058,96508,0,0,0,0,0,0,BENIGN
243,58,16460.90535,81,138.5640646,69.25,0,0,0,0,BENIGN
9530017,11632,1.4690425,733078.2308,1791405.274,871.5714286,0,0,0,0,BENIGN
22,6,90909.09091,22,0,9,0,0,0,0,BENIGN
98,12,20408.16327,98,0,9,0,0,0,0,BENIGN
33253,90,120.2898987,11084.33333,19155.33874,90.25,0,0,0,0,BENIGN
216,82,18518.51852,72,118.6465339,147.25,0,0,0,0,BENIGN
162,60,24691.35802,54,87.46999486,77.5,0,0,0,0,BENIGN
60332,70,33.14990387,60332,0,138,0,0,0,0,BENIGN
500319,47,3.997449627,500319,0,115.5,0,0,0,0,BENIGN
4022957,429,2.237160377,502869.625,874859.4026,126.7777778,0,0,0,0,BENIGN
179,18,22346.36872,59.66666667,93.92727683,6,0,0,0,0,BENIGN
62969,66,63.523321,20989.66667,36312.74022,66.25,0,0,0,0,BENIGN
109758,66,18.22190638,109758,0,130.5,0,0,0,0,BENIGN
99,6,20202.0202,99,0,9,0,0,0,0,BENIGN
227,76,22026.43172,56.75,62.30770418,26.6,0,0,0,0,BENIGN
6027982,0,0.995357982,1205596.4,1976008.051,0,0,0,0,0,BENIGN
66702371,432,0.299839417,3510651.105,4804820.583,110,41766,44595.45852,10200000,87085.28961,BENIGN
144831,0,13.80919831,144831,0,0,0,0,0,0,BENIGN
729658,1182,20.55757629,52118.42857,51022.60124,295.6,0,0,0,0,BENIGN
219475,12,13.6689828,109737.5,155188.0182,16.33333333,0,0,0,0,BENIGN
398909,837,65.17777237,15956.36,40282.34545,246.6923077,0,0,0,0,BENIGN
241,94,16597.51037,80.33333333,100.2463632,92.75,0,0,0,0,BENIGN
20830844,0,0.144017208,10400000,14700000,118.6666667,0,0,0,0,BENIGN
236,76,16949.15254,78.66666667,94.79627278,149.5,0,0,0,0,BENIGN
215124,50,9.296963612,215124,0,83,0,0,0,0,BENIGN
134,12,14925.37313,134,0,9,0,0,0,0,BENIGN
66138,54,30.23980163,66138,0,89,0,0,0,0,BENIGN
6,0,500000,3,1.414213562,0,0,0,0,0,BENIGN
47892,86,41.76062808,47892,0,170,0,0,0,0,BENIGN
23478,52,85.1861317,23478,0,108.5,0,0,0,0,BENIGN
31209,64,128.1681566,10403,18012.46238,75,0,0,0,0,BENIGN
56333,45,35.50316866,56333,0,168,0,0,0,0,BENIGN
23694,55,84.40955516,23694,0,114.5,0,0,0,0,BENIGN
24383,60,164.0487225,8127.666667,14071.46944,88.5,0,0,0,0,BENIGN
59885,58,33.39734491,59885,0,199,0,0,0,0,BENIGN
101,12,19801.9802,101,0,9,0,0,0,0,BENIGN
137625,439,36.33060854,34406.25,33132.05428,110.2,0,0,0,0,BENIGN
55656,68,71.87005893,18552,32128.67649,68.5,0,0,0,0,BENIGN
5791166,0,0.690707191,1930388.667,3314075.328,0,0,0,0,0,BENIGN
53,0,37735.84906,53,0,0,0,0,0,0,BENIGN
84676,184,70.85833058,16935.2,24598.243,88.33333333,0,0,0,0,BENIGN
68,12,29411.76471,68,0,9,0,0,0,0,BENIGN
196092,68,20.39858842,65364,113211.1709,89.5,0,0,0,0,BENIGN
56666342,910,0.370590359,2833317.1,4486086.836,230.8571429,65093.8,90260.69727,10100000,3347.579678,BENIGN
60432366,493,0.314401061,3357353.667,4831242.36,46.89473684,68588.66667,44450.66576,9997222,10786.97633,BENIGN
48,31,41666.66667,48,0,31,0,0,0,0,BENIGN
67,6,29850.74627,67,0,9,0,0,0,0,BENIGN
315,280,9523.809524,157.5,168.9985207,186.6666667,0,0,0,0,BENIGN
49250,86,121.8274112,9850,12805.07667,15.5,0,0,0,0,BENIGN
3,280,666666.6667,3,0,277,0,0,0,0,BENIGN
27,0,74074.07407,27,0,0,0,0,0,0,BENIGN
159907,548,100.0581588,10660.46667,14898.93948,278.625,0,0,0,0,BENIGN
230572,111,47.70744063,23057.2,47475.18362,333.6363636,0,0,0,0,BENIGN
66,6,30303.0303,66,0,9,0,0,0,0,BENIGN
50,6,40000,50,0,9,0,0,0,0,BENIGN
115414965,515,0.25993163,3979826.379,4873037.48,76.36666667,44552.63636,18673.39746,10000000,4683.656778,BENIGN
118452943,1196,0.25326513,4084584.241,15100000,211.3333333,398153,231103.7093,58700000,151030.9374,BENIGN
23996,68,166.6944491,7998.666667,13810.81664,71,0,0,0,0,BENIGN
115596396,1790,0.346031549,2964010.154,4538126.765,149.95,56324.45455,65291.9503,10000000,15654.92305,BENIGN
31064,70,128.7664177,10354.66667,17929.61261,71.75,0,0,0,0,BENIGN
226,0,13274.33628,113,158.391919,0,0,0,0,0,BENIGN
14693342,1200,1.088928577,979556.1333,1910834.433,178.6875,0,0,0,0,BENIGN
11944245,686,1.423279579,746515.3125,2967696.781,73.29411765,0,0,0,0,BENIGN
215,60,18604.65116,71.66666667,118.0691888,126.5,0,0,0,0,BENIGN
31060,70,128.7830006,10353.33333,17929.03529,57.75,0,0,0,0,BENIGN
173368,56,11.53615431,173368,0,92,0,0,0,0,BENIGN
30802,102,129.8616973,10267.33333,17778.34684,83.75,0,0,0,0,BENIGN
60712829,6629,0.592955403,1734652.257,3775801.564,316.8611111,214032.6667,467823.3585,9904772.167,283272.338,BENIGN
61806,82,64.71863573,20602,35600.5723,136.75,0,0,0,0,BENIGN
103430,0,19.33674949,103430,0,0,0,0,0,0,BENIGN
31017,62,64.48076861,31017,0,107,0,0,0,0,BENIGN
61917,68,64.60261318,20639,35703.63641,120.5,0,0,0,0,BENIGN
90573549,926,0.309141027,3354575.889,4695378.6,160.2142857,235370.625,555824.8833,10000000,4642.157886,BENIGN
158,106,25316.4557,52.66666667,78.30921615,74.25,0,0,0,0,BENIGN
118062856,1404,0.3811529,2683246.727,12400000,140.4888889,280122.5,282243.793,58700000,270350.257,BENIGN
284,58,14084.50704,94.66666667,122.6553437,148.25,0,0,0,0,BENIGN
23724,80,168.6056314,7908,13652.90903,73.5,0,0,0,0,BENIGN
30563,65,65.43860223,30563,0,111.5,0,0,0,0,BENIGN
116745012,2263,0.976487115,1033141.699,2996664.564,790.0877193,545108,1700416.832,10100000,8747.160737,BENIGN
130243,148,61.42364657,18606.14286,31774.95401,97.625,0,0,0,0,BENIGN
30623,52,65.31038762,30623,0,86,0,0,0,0,BENIGN
24221,72,165.1459477,8073.666667,13978.80475,109,0,0,0,0,BENIGN
31735459,2872,1.796098175,566704.625,2210157.673,754.0350877,823969.3333,1002082.036,9754516.667,490659.2755,BENIGN
50,0,40000,50,0,0,0,0,0,0,BENIGN
168,82,23809.52381,56,91.7986928,93.75,0,0,0,0,BENIGN
409600,0,7.32421875,204800,229777.177,0,0,0,0,0,BENIGN
24646,84,162.2981417,8215.333333,14225.04469,122,0,0,0,0,BENIGN
87964,12,22.73657405,87964,0,9,0,0,0,0,BENIGN
69704,60,57.3855159,23234.66667,40237.56099,88.5,0,0,0,0,BENIGN
29,0,68965.51724,29,0,0,0,0,0,0,BENIGN
3441,11,871.8395815,1720.5,1069.85256,7.333333333,0,0,0,0,BENIGN
5083157,752,3.344378307,317697.3125,1228568.132,263.5294118,0,0,0,0,BENIGN
193,0,10362.6943,193,0,0,0,0,0,0,BENIGN
1623828,3760,150.8780487,6655.032787,22792.08912,1158.926531,0,0,0,0,BENIGN
81,12,24691.35802,81,0,9,0,0,0,0,BENIGN
144,86,27777.77778,48,76.21023553,61.75,0,0,0,0,BENIGN
197,60,20304.56853,65.66666667,31.46956201,45.5,0,0,0,0,BENIGN
87,12,22988.50575,87,0,9,0,0,0,0,BENIGN
49936,44,40.05126562,49936,0,74,0,0,0,0,BENIGN
148,6,13513.51351,148,0,9,0,0,0,0,BENIGN
3,0,666666.6667,3,0,0,0,0,0,0,BENIGN
513919,376,21.40415124,51391.9,78422.96924,353.0909091,0,0,0,0,BENIGN
22254,47,89.87148378,22254,0,78.5,0,0,0,0,BENIGN
2072,18,1447.876448,1036,1460.88261,8,0,0,0,0,BENIGN
231,132,17316.01732,77,91.99456506,146.5,0,0,0,0,BENIGN
49872,120,120.3079885,9974.4,14192.81561,69,0,0,0,0,BENIGN
31321,62,127.7098432,10440.33333,18077.12561,46.75,0,0,0,0,BENIGN
190,70,21052.63158,63.33333333,107.9645003,72.25,0,0,0,0,BENIGN
4,37,500000,4,0,34,0,0,0,0,BENIGN
30342,44,65.91523301,30342,0,74,0,0,0,0,BENIGN
90601,56,22.07481154,90601,0,138,0,0,0,0,BENIGN
280,82,14285.71429,93.33333333,120.3841075,68.75,0,0,0,0,BENIGN
24749,84,161.6226918,8249.666667,14282.77964,116,0,0,0,0,BENIGN
115366928,990,0.589423686,1721894.448,3748724.378,501.5147059,36914.09091,24073.79231,10000000,6359.372695,BENIGN
5373476,661,2.605389882,413344.3077,1443940.718,241.8571429,154770,0,5218702,0,BENIGN
181,68,22099.44751,60.33333333,99.3042463,65,0,0,0,0,BENIGN
71492,53,27.97515806,71492,0,162,0,0,0,0,BENIGN
117824827,877,0.246128093,4208029.536,15400000,185.4827586,203550.5,39758.49299,58600000,166592.2363,BENIGN
117787019,1740,0.331106096,3099658.395,4619737.108,121.1282051,280032.7273,800064.5824,10200000,10378.47693,BENIGN
3,37,666666.6667,3,0,37,0,0,0,0,BENIGN
38,6,52631.57895,38,0,9,0,0,0,0,BENIGN
279,43,10752.68817,139.5,102.5304833,16.33333333,0,0,0,0,BENIGN
46,0,43478.26087,46,0,0,0,0,0,0,BENIGN
3,6,666666.6667,3,0,9,0,0,0,0,BENIGN
31203,90,128.192802,10401,18012.46244,88.75,0,0,0,0,BENIGN
30325952,671,0.395700686,2756904.727,4634110.682,112.8333333,155128,73734.26672,10100000,77450.81996,BENIGN
63192885,175,0.094947398,12600000,20600000,104.6666667,48562.5,67939.52664,31500000,22500000,BENIGN
85,0,23529.41176,85,0,0,0,0,0,0,BENIGN
100,12,20000,100,0,9,0,0,0,0,BENIGN
24,3055,541666.6667,2,1.651445648,253.0769231,0,0,0,0,BENIGN
480,77,4166.666667,480,0,156.5,0,0,0,0,BENIGN
151,0,13245.03311,151,0,0,0,0,0,0,BENIGN
1326465,2664,64.08009258,15791.25,104703.8594,113.1529412,0,0,0,0,BENIGN
3,12,666666.6667,3,0,9,0,0,0,0,BENIGN
178498,41,11.20460733,178498,0,92,0,0,0,0,BENIGN
163,0,12269.93865,163,0,0,0,0,0,0,BENIGN
4216791,135,1.422882946,843358.2,1778364.169,37.83333333,0,0,0,0,BENIGN
117101375,2068,0.290346719,3548526.515,14100000,197.6470588,251206.5,231466.4551,58300000,48770.56891,BENIGN
8821,43,340.0974946,4410.5,6233.146276,16.33333333,0,0,0,0,BENIGN
96770,82,41.33512452,32256.66667,55864.12337,92.75,0,0,0,0,BENIGN
4,0,500000,4,0,0,0,0,0,0,BENIGN
240,68,16666.66667,80,56.29387178,146.5,0,0,0,0,BENIGN
40299649,0,0.049628224,40300000,0,0,0,0,0,0,BENIGN
60793982,1117,0.460571903,2251628.963,4219648.457,182.0357143,114381,72744.55029,9998005.833,5216.288122,BENIGN
5720350,390,2.79703165,381356.6667,1382257.239,272.75,345766,0,5374536,0,BENIGN
149,108,26845.63758,49.66666667,80.82903769,96.5,0,0,0,0,BENIGN
69341246,2809,0.418221501,2476473.071,4074575.423,189.5862069,829083.5,1816946.987,9961171,78663.47132,BENIGN
26582,47,75.23888345,26582,0,113,0,0,0,0,BENIGN
30822346,2437,0.519103899,2054823.067,4066602.668,256.8125,528143,695921.7661,9887579,108863.3316,BENIGN
288,102,13888.88889,96,164.5448267,94.25,0,0,0,0,BENIGN
117520709,1153,0.272292435,3790990.613,14500000,241.0625,719319,983568.5621,58000000,14634.28194,BENIGN
63,0,31746.03175,63,0,0,0,0,0,0,BENIGN
134726,55,14.84494455,134726,0,111.5,0,0,0,0,BENIGN
4225,12,473.3727811,4225,0,9,0,0,0,0,BENIGN
5136107,12,0.778799974,1712035.667,2921338.694,3,0,0,0,0,BENIGN
5662330,377,3.178903384,333078.2353,1289249.261,392.3333333,330607,0,5331722,0,BENIGN
212,88,18867.92453,70.66666667,80.71142009,80,0,0,0,0,BENIGN
157,82,25477.70701,52.33333333,51.63655036,59.25,0,0,0,0,BENIGN
65273654,832,0.490243736,2105601.742,4019468.707,229.75,100632,99651.42258,10000000,27412.73652,BENIGN
4083970,135,1.469158686,816794,1778139.296,37.83333333,0,0,0,0,BENIGN
46697,48,42.82930381,46697,0,100.5,0,0,0,0,BENIGN
197060,90,20.29838628,65686.66667,113767.4479,141.75,0,0,0,0,BENIGN
156,144,25641.02564,52,84.00595217,106,0,0,0,0,BENIGN
30646,79,65.26137179,30646,0,159.5,0,0,0,0,BENIGN
152,64,26315.78947,50.66666667,81.69659316,48,0,0,0,0,BENIGN
219752,49,9.10116859,219752,0,116,0,0,0,0,BENIGN
179,90,22346.36872,59.66666667,98.14954576,76.75,0,0,0,0,BENIGN
97483730,11595,0.133355587,8123644.167,28100000,918.1538462,2797,0,97400000,0,BENIGN
4,37,500000,4,0,34,0,0,0,0,BENIGN
55,0,36363.63636,55,0,0,0,0,0,0,BENIGN
766,80,5221.932115,255.3333333,396.9890847,80,0,0,0,0,BENIGN
32129,54,124.498117,10709.66667,18543.62463,97.75,0,0,0,0,BENIGN
77299936,1361,2.535577778,396409.9282,1906836.559,893.0561224,199124.125,481001.8866,9463367.875,1609071.353,BENIGN
34,6,58823.52941,34,0,9,0,0,0,0,BENIGN
24448125,93,0.163611729,8149375,13700000,110.5,314140,0,24000000,0,BENIGN
4,12,500000,4,0,9,0,0,0,0,BENIGN
4377,12,456.933973,4377,0,9,0,0,0,0,BENIGN
24358,60,164.217095,8119.333333,14061.36581,46.5,0,0,0,0,BENIGN
3,43,1000000,1.5,0.707106781,16.33333333,0,0,0,0,BENIGN
36,12,55555.55556,36,0,9,0,0,0,0,BENIGN
346,110,11560.69364,115.3333333,193.7016606,84.75,0,0,0,0,BENIGN
72463,62,55.20058513,24154.33333,41791.50556,46.75,0,0,0,0,BENIGN
40368701,907,1.065181661,961159.5476,2901501.221,441.5348837,305104.5,189081.6768,9787070,455089.0119,BENIGN
168,60,23809.52381,56,57.41950888,45.5,0,0,0,0,BENIGN
30677,56,65.19542328,30677,0,92,0,0,0,0,BENIGN
704772,64,5.675594377,234924,406856.1372,66,0,0,0,0,BENIGN
5101686,12,0.784054526,1700562,2905338.652,3,0,0,0,0,BENIGN
109280,86,36.60322108,36426.66667,63046.94209,92.75,0,0,0,0,BENIGN
5757931,618,2.605102423,411280.7857,1475583.506,309.6,220691,0,5537221,0,BENIGN
51972205,7934,0.808124266,1267614.756,3343596.849,329.3095238,266782.8,544635.2896,10100000,108241.4668,BENIGN
60289,53,33.17354741,60289,0,97,0,0,0,0,BENIGN
109,12,18348.62385,109,0,9,0,0,0,0,BENIGN
37327,0,53.58051812,37327,0,0,0,0,0,0,BENIGN
23274,50,85.93280055,23274,0,83,0,0,0,0,BENIGN
30,31,100000,15,16.97056275,22.66666667,0,0,0,0,BENIGN
44,6,45454.54545,44,0,9,0,0,0,0,BENIGN
47764,435,146.55389,7960.666667,11959.36958,186.4285714,0,0,0,0,BENIGN
269,72,14869.88848,89.66666667,113.3945913,147,0,0,0,0,BENIGN
644914,376,18.60713211,58628.54545,99244.8209,323.6666667,0,0,0,0,BENIGN
145,68,27586.2069,48.33333333,78.51963661,65,0,0,0,0,BENIGN
115409075,3657,0.320598705,3205807.639,4725375.365,155.4594595,39141.27273,52887.79602,10200000,63899.77416,BENIGN
115679130,3430,4.6680849,214618.0519,1428887.459,1004.22963,73134.81818,192698.9669,9995848.545,15407.74818,BENIGN
23554,441,254.7338032,4710.8,10134.79189,124.3333333,0,0,0,0,BENIGN
1,617,2000000,1,0,617,0,0,0,0,BENIGN
118479215,884,0.244768671,4231400.536,15400000,186.2068966,347774.5,156962.8562,58800000,17475.43699,BENIGN
115294172,2818,0.598469106,1695502.529,3701751.743,432.6666667,456898.9091,1438211.269,10000000,5602.481486,BENIGN
23544,62,169.8946653,7848,13587.93859,74.75,0,0,0,0,BENIGN
24333,51,82.19290675,24333,0,84.5,0,0,0,0,BENIGN
46024995,890,0.456273814,2301249.75,4040396.659,230.1428571,846721.75,1615334.175,10000000,552.4397403,BENIGN
98249834,11595,0.142493879,7557679.538,27200000,854.7857143,12809,0,98200000,0,BENIGN
48391,336,123.9899981,9678.2,13919.52764,125.3333333,0,0,0,0,BENIGN
194,102,20618.5567,64.66666667,70.49349852,90.75,0,0,0,0,BENIGN
48244,51,41.45593234,48244,0,116.5,0,0,0,0,BENIGN
1133698,60,3.52827649,377899.3333,654496.6786,57.5,0,0,0,0,BENIGN
330,64,12121.21212,110,188.793538,48,0,0,0,0,BENIGN
109417,70,36.55739053,36472.33333,63168.47031,69.75,0,0,0,0,BENIGN
5387714,397,3.526542055,299317.4444,1220333.908,179.5789474,199237,0,5188429,0,BENIGN
30969,46,64.58070974,30969,0,91,0,0,0,0,BENIGN
177,70,22598.87006,59,61.24540799,51.75,0,0,0,0,BENIGN
115970283,7064,0.681208996,1486798.5,3521443.192,665.7088608,89827.72727,220303.3013,10000000,7885.682397,BENIGN
1091868,1983,2.747584873,545934,772061.6101,661,0,0,0,0,BENIGN
23754,55,84.19634588,23754,0,110.5,0,0,0,0,BENIGN
71768,90,55.73514658,23922.66667,41431.81003,199.25,0,0,0,0,BENIGN
161485,64,24.77010249,53828.33333,93226.48002,86,0,0,0,0,BENIGN
6047408,349,2.315041419,465185.2308,1617377.552,248.2142857,199783,0,5847622,0,BENIGN
3,12,666666.6667,3,0,9,0,0,0,0,BENIGN
30488,76,65.59958016,30488,0,162,0,0,0,0,BENIGN
115753252,0,0.98485354,1024365.062,2859466.219,0,5365626.714,2841602.436,9774233.125,5053077.293,BENIGN
116130357,1017,0.258330386,4004495.069,4872786.528,73.33333333,44059.54545,67977.74097,9980724,53022.10325,BENIGN
61296,86,65.25711303,20432,35384.93201,107.25,0,0,0,0,BENIGN
53964,46,37.06174487,53964,0,139.5,0,0,0,0,BENIGN
3,31,666666.6667,3,0,31,0,0,0,0,BENIGN
150,68,26666.66667,50,48.03123983,50.5,0,0,0,0,BENIGN
6027685,0,0.995407026,1205537,1785257.425,0,0,0,0,0,BENIGN
515331,24,9.702501887,128832.75,257618.835,16.6,0,0,0,0,BENIGN
176304,18,17.01606316,88152,68068.92718,8,0,0,0,0,BENIGN
190760,212,235.8985112,4335.454545,19107.11446,15.42222222,0,0,0,0,BENIGN
46544,51,42.97009282,46544,0,110.5,0,0,0,0,BENIGN
61204,46,32.67760277,61204,0,106,0,0,0,0,BENIGN
458,53,4366.812227,458,0,109.5,0,0,0,0,BENIGN
61325,64,32.61312678,61325,0,142.5,0,0,0,0,BENIGN
5920854,135,1.351156438,845836.2857,2114057.237,34.125,275480,0,5637032,0,BENIGN
244,62,16393.44262,81.33333333,128.8112314,106.25,0,0,0,0,BENIGN
79,0,25316.4557,79,0,0,0,0,0,0,BENIGN
24075,82,166.1474559,8025,13852.96315,81.75,0,0,0,0,BENIGN
97,12,20618.5567,97,0,9,0,0,0,0,BENIGN
63564601,187,0.14158824,7945575.125,20300000,36.11111111,90530,4335.978782,31700000,37200000,BENIGN
49,12,40816.32653,49,0,9,0,0,0,0,BENIGN
1710,12,1169.590643,1710,0,9,0,0,0,0,BENIGN
1021,64,3917.727718,340.3333333,537.8144042,73.5,0,0,0,0,BENIGN
60841,82,65.74513897,20280.33333,35123.10364,115.25,0,0,0,0,BENIGN
4,1983,500000,4,0,1983,0,0,0,0,BENIGN
48,12,41666.66667,48,0,9,0,0,0,0,BENIGN
31110,72,128.5760206,10370,17956.17072,109,0,0,0,0,BENIGN
195,12,10256.41026,195,0,9,0,0,0,0,BENIGN
1,6,3000000,0.5,0.707106781,8,0,0,0,0,BENIGN
147,96,27210.88435,49,78.80989786,81,0,0,0,0,BENIGN
5181244,382,2.50904995,431770.3333,1397717.779,262.6153846,0,0,0,0,BENIGN
219,84,18264.84018,73,121.2435565,109,0,0,0,0,BENIGN
75872,2150,131.8009279,8430.222222,16684.35938,237,0,0,0,0,BENIGN
67,31,29850.74627,67,0,31,0,0,0,0,BENIGN
859979,1054,15.1166482,71664.91667,65366.62133,151.5384615,0,0,0,0,BENIGN
47097,55,42.46554982,47097,0,113,0,0,0,0,BENIGN
54,0,37037.03704,54,0,0,0,0,0,0,BENIGN
51393,40,38.91580565,51393,0,74,0,0,0,0,BENIGN
380,12,5263.157895,380,0,9,0,0,0,0,BENIGN
60588,70,66.01967386,20196,34976.16799,80.75,0,0,0,0,BENIGN
70,0,28571.42857,70,0,0,0,0,0,0,BENIGN
57,6,35087.7193,57,0,9,0,0,0,0,BENIGN
5,76,600000,2.5,2.121320344,40.33333333,0,0,0,0,BENIGN
61114,80,65.45145139,20371.33333,35278.12218,103.5,0,0,0,0,BENIGN
50147,48,39.88274473,50147,0,92,0,0,0,0,BENIGN
21,2613,619047.619,1.75,1.422226168,216.4615385,0,0,0,0,BENIGN
3089786,6,1.941882059,617957.2,896593.9685,2.333333333,0,0,0,0,BENIGN
205434,98,19.47097365,68478,118602.179,75.25,0,0,0,0,BENIGN
191193,52,10.46063402,191193,0,118,0,0,0,0,BENIGN
2349260,568,4.256659544,261028.8889,660674.2141,70.5,0,0,0,0,BENIGN
7769,12,257.4333891,7769,0,9,0,0,0,0,BENIGN
132948,176,338.478202,3021.545455,12987.98161,13.6,0,0,0,0,BENIGN
49,12,40816.32653,49,0,9,0,0,0,0,BENIGN
94091,376,127.5361087,8553.727273,15728.59307,323.6666667,0,0,0,0,BENIGN
263,72,15209.12548,87.66666667,150.11107,140.5,0,0,0,0,BENIGN
66101,55,30.25672834,66101,0,127,0,0,0,0,BENIGN
59492,50,33.61796544,59492,0,89,0,0,0,0,BENIGN
259,280,11583.01158,129.5,75.66042559,186.6666667,0,0,0,0,BENIGN
189,104,21164.02116,63,103.9230485,94,0,0,0,0,BENIGN
34860,76,114.7446931,11620,20084.00665,88,0,0,0,0,BENIGN
186,76,21505.37634,62,67.10439628,67,0,0,0,0,BENIGN
256,68,15625,85.33333333,65.53116307,94.5,0,0,0,0,BENIGN
25542,280,117.4536058,12771,17870.00257,186.6666667,0,0,0,0,BENIGN
48,31,41666.66667,48,0,31,0,0,0,0,BENIGN
5189649,88,0.770765036,1729883,2851659.623,93.75,48820,0,5022451,0,BENIGN
546666,45,3.658541047,546666,0,128.5,0,0,0,0,BENIGN
66652,431,120.0264058,9521.714286,15869.39732,337.25,0,0,0,0,BENIGN
5873692,12,0.681002681,1957897.333,3347123.599,3.5,0,0,0,0,BENIGN
74619,82,53.60565004,24873,43037.13832,90.25,0,0,0,0,BENIGN
191,78,20942.40838,63.66666667,70.81195756,56.75,0,0,0,0,BENIGN
61580,84,64.9561546,20526.66667,35479.63941,135,0,0,0,0,BENIGN
119983190,5142,0.758439578,1333146.556,3267033.398,571.2307692,620661.9091,1297712.731,9998505.818,17268.60109,BENIGN
59876,55,33.40236489,59876,0,110.5,0,0,0,0,BENIGN
117494812,100,0.034044056,39200000,67800000,175.5,23747,0,117000000,0,BENIGN
66,0,30303.0303,66,0,0,0,0,0,0,BENIGN
31065,70,128.7622727,10355,17931.05605,69.75,0,0,0,0,BENIGN
217,64,18433.17972,72.33333333,83.4825331,88,0,0,0,0,BENIGN
196,72,20408.16327,65.33333333,101.2142941,59,0,0,0,0,BENIGN
35631,168,112.2617945,11877,20276.49691,43.5,0,0,0,0,BENIGN
676417,43,2.956755966,676417,0,90.5,0,0,0,0,BENIGN
10787993,11632,1.390434718,770570.9286,1919129.7,824.5333333,203518,0,5579630,0,BENIGN
3,442,666666.6667,3,0,442,0,0,0,0,BENIGN
52,0,38461.53846,52,0,0,0,0,0,0,BENIGN
24027,64,166.4793774,8009,13827.84593,93,0,0,0,0,BENIGN
251,72,15936.25498,83.66666667,61.7764788,63.5,0,0,0,0,BENIGN
162423,57,12.31352703,162423,0,110,0,0,0,0,BENIGN
288472,72,13.86616379,96157.33333,166381.4045,73.5,0,0,0,0,BENIGN
24082,49,83.0495806,24082,0,106,0,0,0,0,BENIGN
1152482,0,5.206155064,230496.4,245217.0212,3,0,0,0,0,BENIGN
203,98,19704.4335,67.66666667,110.2739014,84.25,0,0,0,0,BENIGN
84,12,23809.52381,84,0,9,0,0,0,0,BENIGN
48,0,41666.66667,48,0,0,0,0,0,0,BENIGN
40,12,50000,40,0,9,0,0,0,0,BENIGN
239,12,8368.200837,239,0,9,0,0,0,0,BENIGN
5830404,0,0.686058805,1943468,3275322.878,0,0,0,0,0,BENIGN
5246404,324,5.336988917,194311.2593,939452.4482,815,0,0,0,0,BENIGN
114530,37,26.1940103,57265,80815.23402,12.33333333,0,0,0,0,BENIGN
344,12,5813.953488,344,0,9,0,0,0,0,BENIGN
